ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
694,Récréatif / sportif,Équipement sportif et récréatif,Aréna Saint-Louis,,Centre sportif intérieur,5633,Rue Saint Dominique,0, ,Montréal,H2T 1V7,Le Plateau-Mont-Royal,niveau 3,-73.59938987,45.52741832
695,Commercial,Hébergement,Auberge de La Fontaine,,Hôtel,1301,Rue Rachel Est,0, ,Montréal,H2J 2K1,Le Plateau-Mont-Royal,niveau 4,-73.57260153,45.5276397
696,Culturel,Lieu de diffusion,Agora de la danse,,Théâtre / salle de spectacle / petit lieu de diffusion,1435,Rue Bleury,1,102,Montréal,H3A 2H7,Le Plateau-Mont-Royal,niveau 3,-73.56764245,45.50690681
697,Service public,Service gouvernemental,Corporation de développement économique communautaire (CDEC) Centre-Sud–Plateau-Mont-Royal,CDEC,Centre de service gouvernemental,425,Rue Sherbrooke Est,0,11,Montréal,H2L 1J9,Le Plateau-Mont-Royal,niveau 2,-73.5675971,45.51775963
698,Service public,Établissement scolaire,High School of Montreal Adult Education Centre,,École secondaire et professionnelle,3711,Rue De Bullion,0, ,Montréal,H2X 3A2,Le Plateau-Mont-Royal,niveau 3,-73.57316891,45.51634771
699,Service public,Établissement scolaire,Centre Champagnat,,École secondaire et professionnelle,5017,Rue Saint-Hubert,0, ,Montréal,H2X 2X9,Le Plateau-Mont-Royal,niveau 3,-73.58673859,45.52880096
700,Culturel,Lieu de diffusion,Articule,,Théâtre / salle de spectacle / petit lieu de diffusion,262,Avenue Fairmount Ouest,0, ,Montréal,H2V 2G3,Le Plateau-Mont-Royal,niveau 4,-73.59707129,45.52085513
702,Récréatif / sportif,Équipement communautaire,Centre d'apprentissage parallèle de Montréal,Centre d'apprentissage parallèle,Organisme communautaire et centre de loisirs,4865,Boulevard Saint-Laurent,0, ,Montréal,H2T 1R6,Le Plateau-Mont-Royal,niveau 3,-73.59041548,45.522114
703,Service public,Service de santé,Centre de réadaptation Lucie-Bruneau,Centre Lucie-Bruneau,Centre de réadaptation,2275,Avenue Laurier Est,0, ,Montréal,H2H 2N8,Le Plateau-Mont-Royal,niveau 4,-73.57683183,45.54016892
704,Service public,Service de santé,Centre Dollard-Cormier,,Clinique,110,Rue Prince-Arthur Ouest,0, ,Montréal,H2X 1S7,Le Plateau-Mont-Royal,niveau 4,-73.57378388,45.51226425
705,Récréatif / sportif,Équipement communautaire,Centre de loisirs multiethnique Saint-Louis,,Organisme communautaire et centre de loisirs,3555,Rue Saint-Urbain,0, ,Montréal,H2X 2N6,Le Plateau-Mont-Royal,niveau 3,-73.57242774,45.51240001
706,Service public,Service gouvernemental,Centre local d'emploi du Plateau-Mont-Royal,Centre local d'emploi,Centre de service gouvernemental,5105,Avenue de Gaspé,0, ,Montréal,H2T 0A1,Le Plateau-Mont-Royal,niveau 2,-73.59141505,45.52509487
707,Service public,Établissement scolaire,Centre Saint-Louis,,École secondaire et professionnelle,4285,Rue Drolet,0, ,Montréal,H2W 2L7,Le Plateau-Mont-Royal,niveau 4,-73.58001026,45.52199772
709,Service public,Établissement scolaire,"INRS Centre Urbanisation, Culture et Société","INRS Urbanisation, Culture et Société",Cégep et université,385,Rue Sherbrooke Est,0, ,Montréal,H2X 1E3,Le Plateau-Mont-Royal,niveau 1,-73.56792051,45.51672559
710,Récréatif / sportif,Parc et autre espace vert,Champ des Possibles,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 4,-73.59752343,45.5286276
711,Culturel,Bibliothèque,Bibliothèque Mordecai-Richler,,Bibliothèque publique,5434,Avenue du Parc,0, ,Montréal,H2V 4G7,Le Plateau-Mont-Royal,niveau 1,-73.60164441,45.52172856
712,Culturel,Bibliothèque,Bibliothèque du Plateau-Mont-Royal,,Bibliothèque publique,465,Avenue du Mont-Royal Est,0, ,Montréal,H2J 1W3,Le Plateau-Mont-Royal,niveau 1,-73.58247348,45.52487283
713,Service public,Service de santé,CLSC du Plateau-Mont-Royal,,CLSC,4625,Avenue De Lorimier,0, ,Montréal,H2H 2B4,Le Plateau-Mont-Royal,niveau 3,-73.57397356,45.53618853
714,Service public,Service de santé,CLSC Saint-Louis-du-Parc,,CLSC,15,Avenue du Mont-Royal Ouest,0, ,Montréal,H2T 2R9,Le Plateau-Mont-Royal,niveau 3,-73.58686043,45.51995786
715,Service public,Établissement scolaire,Collège Français Montréal,,École secondaire et professionnelle,185,Avenue Fairmount Ouest,0, ,Montréal,H2T 2M6,Le Plateau-Mont-Royal,niveau 4,-73.59672188,45.52174987
717,Service public,Établissement scolaire,Conservatoire de musique d'art dramatique de Montréal,,École secondaire et professionnelle,4750,Avenue Henri-Julien,0, ,Montréal,H2T 2C8,Le Plateau-Mont-Royal,niveau 3,-73.58645862,45.52371992
719,Culturel,Lieu de diffusion,Café Campus,,Théâtre / salle de spectacle / petit lieu de diffusion,57,Rue Prince-Arthur Est,0, ,Montréal,H2X 1B4,Le Plateau-Mont-Royal,niveau 3,-73.57224921,45.51455562
720,Service public,Établissement scolaire,École Arc-en-Ciel,,École primaire,4265,Avenue Laval,0, ,Montréal,H2W 1E4,Le Plateau-Mont-Royal,niveau 4,-73.58122337,45.5212287
721,Service public,Établissement scolaire,École au Pied-de-la-Montagne,,École primaire,311,Avenue des Pins Est,0, ,Montréal,H2W 1P5,Le Plateau-Mont-Royal,niveau 4,-73.57260556,45.51828007
722,Service public,Établissement scolaire,École Bancroft Elementary School,,École primaire,4563,Rue Saint-Urbain,0, ,Montréal,H2T 2V9,Le Plateau-Mont-Royal,niveau 4,-73.58829601,45.51953949
723,Service public,Établissement scolaire,École de l'Étincelle,,École primaire,6080,Avenue de l’Esplanade,0, ,Montréal,H2T 3A3,Le Plateau-Mont-Royal,niveau 4,-73.60781495,45.52631013
724,Service public,Établissement scolaire,École de musique Schulich (Université McGill),École de musique Schulich,Cégep et université,555,Rue Sherbrooke Ouest,0, ,Montréal,H3A 1E3,Le Plateau-Mont-Royal,niveau 1,-73.57328975,45.505798
725,Service public,Établissement scolaire,École des métiers de la construction de Montréal,École des métiers de la construction,École secondaire et professionnelle,5205,Rue Parthenais,0, ,Montréal,H2H 2H4,Le Plateau-Mont-Royal,niveau 3,-73.57875824,45.54010391
726,Service public,Établissement scolaire,École des métiers de l'équipement motorisé de Montréal (ÉMÉMM),École des métiers de l'équipement motorisé,École secondaire et professionnelle,5455,Rue Saint-Denis,0, ,Montréal,H2X 4B7,Le Plateau-Mont-Royal,niveau 3,-73.59385257,45.53003974
727,Service public,Établissement scolaire,École Élan,,École primaire,3450,Avenue De Lorimier,0, ,Montréal,H2K 3X6,Le Plateau-Mont-Royal,niveau 4,-73.56413816,45.53096345
728,Service public,Établissement scolaire,École Espace-Jeunesse,,École secondaire et professionnelle,3655,Rue Saint-Hubert,0, ,Montréal,H2L 3Z9,Le Plateau-Mont-Royal,niveau 3,-73.56869507,45.52011871
729,Service public,Établissement scolaire,École FACE,,École secondaire et professionnelle,3449,Rue University,0, ,Montréal,H3A 2A8,Le Plateau-Mont-Royal,niveau 3,-73.574719,45.5062375
730,Service public,Établissement scolaire,École Jeanne-Mance,,École secondaire et professionnelle,4240,Rue de Bordeaux,0, ,Montréal,H2H 1Z5,Le Plateau-Mont-Royal,niveau 3,-73.56920817,45.53245933
731,Service public,Établissement scolaire,École Lambert-Closse,,École primaire,5840,Rue Saint-Urbain,0, ,Montréal,H2T 2X5,Le Plateau-Mont-Royal,niveau 4,-73.60382456,45.52614363
732,Service public,Établissement scolaire,École Lanaudière,,École primaire,4300,Rue de Lanaudière,0, ,Montréal,H2J 3N9,Le Plateau-Mont-Royal,niveau 4,-73.57423268,45.52878191
733,Service public,Établissement scolaire,École Laurier,,École primaire,505,Avenue Laurier Est,0, ,Montréal,H2J 1G1,Le Plateau-Mont-Royal,niveau 4,-73.5885197,45.52848787
734,Service public,Établissement scolaire,École Le Plateau,,École primaire,3700,Avenue Calixa-Lavallée,0, ,Montréal,H2L 3A8,Le Plateau-Mont-Royal,niveau 4,-73.56733704,45.52534103
735,Service public,Établissement scolaire,École Louis-Hippolyte-Lafontaine,,École primaire,4245,Rue Berri,0, ,Montréal,H2J 2P9,Le Plateau-Mont-Royal,niveau 4,-73.57802321,45.52336606
736,Service public,Établissement scolaire,École nationale de théâtre du Canada,,Cégep et université,5030,Rue Saint-Denis,0, ,Montréal,H2J 2L8,Le Plateau-Mont-Royal,niveau 1,-73.58897634,45.52635204
737,Service public,Établissement scolaire,École nationale du meuble et de l'ébénisterie,,Cégep et université,5445,Rue de Lorimier,0, ,Montréal,H2H 2S5,Le Plateau-Mont-Royal,niveau 1,-73.58251921,45.54021446
738,Service public,Établissement scolaire,École Paul-Bruchési,,École primaire,1310,Boulevard Saint-Joseph Est,0, ,Montréal,H2J 1M2,Le Plateau-Mont-Royal,niveau 4,-73.58193025,45.53219825
739,Service public,Établissement scolaire,École Robert-Gravel,,École secondaire et professionnelle,38,Avenue Fairmount Est,0, ,Montréal,H2W 2L7,Le Plateau-Mont-Royal,niveau 3,-73.59391236,45.5245095
740,Service public,Établissement scolaire,École Saint-Enfant-Jésus,,École primaire,75,Rue Villeneuve Est,0, ,Montréal,H2T 1L1,Le Plateau-Mont-Royal,niveau 4,-73.58903606,45.52227842
741,Service public,Établissement scolaire,École Saint-Louis-de-Gonzague,,École primaire,2430,Terrasse Mercure,0, ,Montréal,H2H 1P2,Le Plateau-Mont-Royal,niveau 4,-73.56489563,45.53622437
742,Service public,Établissement scolaire,"École Saint-Louis-de-Gonzague, annexe",,École primaire,2175,Rue Rachel Est,0, ,Montréal,H2H 1R3,Le Plateau-Mont-Royal,niveau 4,-73.56659032,45.53400701
743,Service public,Établissement scolaire,École Saint-Pierre-Claver,,École primaire,2110,Boulevard Saint-Joseph Est,0, ,Montréal,H2H 1E7,Le Plateau-Mont-Royal,niveau 4,-73.57668304,45.53759384
744,Service public,Établissement scolaire,École secondaire M.I.N.D High school,,École secondaire et professionnelle,4563,Rue Saint-Urbain,0, ,Montréal,H2T 2V9,Le Plateau-Mont-Royal,niveau 3,-73.58841126,45.51959892
745,Service public,Établissement scolaire,Programme Mile End High School,,École secondaire et professionnelle,4810,Avenue Van Horne,0, ,Montréal,H3W 1J3,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 4,-73.63737671,45.49370835
746,Culturel,Lieu de diffusion,Casa del popolo,,Théâtre / salle de spectacle / petit lieu de diffusion,4873,Boulevard Saint-Laurent,0, ,Montréal,H2T 1R6,Le Plateau-Mont-Royal,niveau 3,-73.59056978,45.52217258
747,Culturel,Lieu de diffusion,Cinéma du Parc,,Cinéma,3575,Avenue du Parc,0, ,Montréal,H2X 2H8,Le Plateau-Mont-Royal,niveau 3,-73.57489542,45.51041929
748,Culturel,Lieu de diffusion,Club Balattou,,Théâtre / salle de spectacle / petit lieu de diffusion,4372,Boulevard Saint-Laurent,0, ,Montréal,H2W 1Z5,Le Plateau-Mont-Royal,niveau 4,-73.58459303,45.51914613
749,Culturel,Lieu de diffusion,Comedy nest,,Théâtre / salle de spectacle / petit lieu de diffusion,2313,Rue Sainte-Catherine Ouest,3, ,Montréal,H3H 1N2,Ville-Marie,niveau 3,-73.58420261,45.49002801
750,Service public,Établissement scolaire,École nationale d'administration publique (ENAP),École nationale d'administration publique,Cégep et université,4750,Avenue Henri-Julien,0, ,Montréal,H2T 2C8,Le Plateau-Mont-Royal,niveau 1,-73.58645862,45.52371992
751,Culturel,Art public,"Daniel Buren, Neuf couleurs au vent, 1984",Neuf couleurs au vent,Art public, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 3,-73.56582435,45.52168946
752,Culturel,Lieu de diffusion,"Dazibao, centre de photographies actuelles",,Galerie d'art,5455,Avenue de Gaspé,1,109,Montréal,H2T 3B3,Le Plateau-Mont-Royal,niveau 4,-73.59627714,45.5272887
753,Service public,Service de santé,Hôpital Hôtel Dieu (CHUM),Hôpital Hôtel Dieu (CHUM),Hôpital,3840,Rue Saint-Urbain,0, ,Montréal,H2W1T8,Le Plateau-Mont-Royal,niveau 1,-73.57809135,45.51412518
754,Commercial,Hébergement,Hôtel de L'Institut,,Hôtel,3535,Rue Saint-Denis,0, ,Montréal,H2X 3P1,Le Plateau-Mont-Royal,niveau 4,-73.5687827,45.51774212
755,Service public,Établissement scolaire,Institut d'hôtellerie et de tourisme du Québec (ITHQ),Institut d'hôtellerie et de tourisme du Québec,Cégep et université,3535,Rue Saint-Denis,0, ,Montréal,H2X 3P1,Le Plateau-Mont-Royal,niveau 1,-73.56885393,45.51780375
756,Service public,Établissement scolaire,ITHQ (Institut d'hôtellerie et de tourisme du Québec),ITHQ,École secondaire et professionnelle,3535,Rue Saint-Denis,0, ,Montréal,H2X 3P1,Le Plateau-Mont-Royal,niveau 3,-73.56885393,45.51780375
757,Service public,Établissement scolaire,Institut Grasset,,Cégep et université,220,Avenue Fairmount Ouest,0, ,Montréal,H2T 2M7,Le Plateau-Mont-Royal,niveau 4,-73.59664232,45.52131387
758,Service public,Service de santé,Institut Raymond-Dewar,,Clinique,3600,Rue Berri,0, ,Montréal,H2L 4G9,Le Plateau-Mont-Royal,niveau 4,-73.56999687,45.51913845
759,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire De Lorimier,,Jardin communautaire, ,Avenue de Lorimier,0, ,Montréal,H2H 2B5,Le Plateau-Mont-Royal,niveau 4,-73.57567343,45.53621558
760,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire du Mile End,,Jardin communautaire, ,Avenue Henri-Julien,0, ,Montréal,H2T 2E5,Le Plateau-Mont-Royal,niveau 4,-73.59318373,45.52674884
761,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Baldwin,,Jardin communautaire, ,Sentier du parc Baldwin,0, ,Montréal,H2H 1R7,Le Plateau-Mont-Royal,niveau 4,-73.56349857,45.53475691
762,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Rivard,,Jardin communautaire, ,Rue Rivard,0, ,Montréal,H2J 2N4,Le Plateau-Mont-Royal,niveau 4,-73.58492459,45.52547888
763,Récréatif / sportif,Équipement communautaire,Centre de services communautaires du Monastère,,Organisme communautaire et centre de loisirs,4450,Rue Saint-Hubert,0, ,Montréal,H2J 2W9,Le Plateau-Mont-Royal,niveau 3,-73.58033814,45.52497605
764,Service public,Établissement scolaire,L'École supérieure de ballet du Québec,,École secondaire et professionnelle,4816,Rue Rivard,0, ,Montréal,H2J 2N6,Le Plateau-Mont-Royal,niveau 3,-73.58687639,45.52628965
765,Récréatif / sportif,Équipement communautaire,Centre des femmes de Montréal,Centre des femmes,Organisme communautaire et centre de loisirs,3585,Rue Saint-Urbain,0, ,Montréal,H2X 2N6,Le Plateau-Mont-Royal,niveau 3,-73.57286277,45.512656
766,Commercial,Regroupement de commerces,Les Galeries du Parc,,Centre commercial,3575,Avenue du Parc,0, ,Montréal,H2X 3P9,Le Plateau-Mont-Royal,niveau 3,-73.57497053,45.51035534
767,Culturel,Lieu de diffusion,L'Escogriffe,,Théâtre / salle de spectacle / petit lieu de diffusion,4461,Rue Saint-Denis,0, ,Montréal,H2J 2L2,Le Plateau-Mont-Royal,niveau 4,-73.58234359,45.52389809
768,Culturel,Lieu de diffusion,Espace Go,,Théâtre / salle de spectacle / petit lieu de diffusion,4890,Boulevard Saint-Laurent,0, ,Montréal,H2T 1R5,Le Plateau-Mont-Royal,niveau 3,-73.59088292,45.52194164
769,Culturel,Lieu de diffusion,Galerie Simon Blais,,Galerie d'art,5420,Boulevard Saint-Laurent,0, ,Montréal,H2T 1S1,Le Plateau-Mont-Royal,niveau 4,-73.59788802,45.5251902
770,Culturel,Lieu de diffusion,Groove nation,,Théâtre / salle de spectacle / petit lieu de diffusion,410,Rue Rachel Est,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 4,-73.57778289,45.52203562
771,Culturel,Art public,"HRH Princess Louise, La reine Victoria, 1900",La reine Victoria,Art public, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 3,-73.57321471,45.50569045
772,Culturel,Art public,Jardin de sculptures du Musée des beaux-arts de Montréal,,Art public, , ,0, ,Montréal, ,Ville-Marie,niveau 3,-73.57997894,45.4986763
773,Culturel,Lieu de diffusion,Jeunesses musicales du Canada,,Théâtre / salle de spectacle / petit lieu de diffusion,305,Avenue du Mont-Royal Est,0, ,Montréal,H2T 1P8,Le Plateau-Mont-Royal,niveau 3,-73.5838807,45.52310177
774,Culturel,Établissement culturel,"La Tranchefile, économusée de la reliure",,Musée et centre d'interprétation / d'exposition,5249,Boulevard Saint-Laurent,0, ,Montréal,H2T 1S4,Le Plateau-Mont-Royal,niveau 4,-73.59540129,45.52439422
775,Culturel,Lieu de diffusion,La Tulipe,,Théâtre / salle de spectacle / petit lieu de diffusion,4530,Avenue Papineau,0, ,Montréal,H2H 1V3,Le Plateau-Mont-Royal,niveau 3,-73.57537215,45.53309298
776,Culturel,Lieu de diffusion,Le Centre d'art et de diffusion Clark,,Galerie d'art,5455,Avenue de Gaspé,0,114,Montréal,H2T 3B3,Le Plateau-Mont-Royal,niveau 4,-73.59614142,45.52721907
777,Culturel,Lieu de diffusion,"MAI (Montréal, Arts interculturels)",,Lieu de diffusion municipal,3680,Rue Jeanne-Mance,0, ,Montréal,H2X 2K5,Le Plateau-Mont-Royal,niveau 1,-73.57622148,45.51147689
778,Récréatif / sportif,Équipement sportif et récréatif,Piscine du Centre du Plateau,,Piscine intérieure,2275,Boulevard Saint-Joseph Est,0, ,Montréal,H2H 1G4,Le Plateau-Mont-Royal,niveau 3,-73.57605727,45.53981693
779,Récréatif / sportif,Équipement sportif et récréatif,Piscine du Centre Père Sablon,,Piscine intérieure,4265,Avenue Papineau,0, ,Montréal,H2H 1T3,Le Plateau-Mont-Royal,niveau 3,-73.57053405,45.53137988
780,Récréatif / sportif,Équipement sportif et récréatif,Piscine du YMCA du Parc,,Piscine intérieure,5550,Avenue du Parc,0, ,Montréal,H2V 4H1,Le Plateau-Mont-Royal,niveau 3,-73.60262309,45.5221492
781,Récréatif / sportif,Équipement sportif et récréatif,Piscine Lévesque,,Piscine intérieure,955,Rue Marie-Anne Est,0, ,Montréal,H2J 3E1,Le Plateau-Mont-Royal,niveau 3,-73.57787099,45.52616675
782,Récréatif / sportif,Équipement sportif et récréatif,Piscine Schubert,,Piscine intérieure,3950,Boulevard Saint-Laurent,0, ,Montréal,H2W 1Y3,Le Plateau-Mont-Royal,niveau 3,-73.57875843,45.5164947
783,Récréatif / sportif,Parc et autre espace vert,Place de la Roumanie,,Parc, , ,0, ,Montréal,H4H 1S6,Le Plateau-Mont-Royal,niveau 3,-73.57646362,45.51481242
784,Récréatif / sportif,Parc et autre espace vert,Place Gérald-Godin,,Parc, , ,0, ,Montréal,H4L 3X9,Le Plateau-Mont-Royal,niveau 4,-73.5819139,45.52458972
785,Récréatif / sportif,Parc et autre espace vert,Place Gilles-Carle,,Parc, , ,0, ,Montréal,H4M 1Y2,Le Plateau-Mont-Royal,niveau 4,-73.56864166,45.51631546
787,Récréatif / sportif,Parc et autre espace vert,Place Roy,,Parc, , ,0, ,Montréal,H4R 1T4,Le Plateau-Mont-Royal,niveau 4,-73.5703631,45.5215219
788,Culturel,Lieu de diffusion,Quai des brumes,,Théâtre / salle de spectacle / petit lieu de diffusion,4481,Rue Saint-Denis,0, ,Montréal,H2J 2L2,Le Plateau-Mont-Royal,niveau 4,-73.58248597,45.5239426
789,Culturel,Lieu de diffusion,Rialto,,Théâtre / salle de spectacle / petit lieu de diffusion,5723,Avenue du Parc,0, ,Montréal,H2V 4H2,Le Plateau-Mont-Royal,niveau 1,-73.60481258,45.52357105
790,Commercial,Regroupement de commerces,L'Avenue du Mont-Royal,,Artère commerciale, ,Avenue du Parc à Rue D'Iberville,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 1,-73.58105588,45.52605105
791,Commercial,Regroupement de commerces,Rue Saint-Denis,,Artère commerciale, ,Avenue Laurier Est et Rue Sherbrooke Est,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 1,-73.57834245,45.5218805
792,Culturel,Lieu de diffusion,La Sala Rossa,,Théâtre / salle de spectacle / petit lieu de diffusion,4848,Boulevard Saint-Laurent,2, ,Montréal,H2T 1R5,Le Plateau-Mont-Royal,niveau 3,-73.59046936,45.52180862
794,Récréatif / sportif,Parc et autre espace vert,Square Saint-Louis,,Parc, , ,0, ,Montréal,H8S 4B7,Le Plateau-Mont-Royal,niveau 3,-73.56999714,45.51697911
795,Culturel,Lieu de diffusion,Théâtre d'aujourd'hui,,Théâtre / salle de spectacle / petit lieu de diffusion,3900,Rue Saint-Denis,0, ,Montréal,H2W 2M2,Le Plateau-Mont-Royal,niveau 3,-73.57418547,45.51977104
796,Culturel,Lieu de diffusion,Théâtre de l'Esquisse,,Théâtre / salle de spectacle / petit lieu de diffusion,1650,Rue Marie-Anne Est,0, ,Montréal,H2J 2E1,Le Plateau-Mont-Royal,niveau 4,-73.57271546,45.53112063
